origin,hour,model,actual,forecast,error,abs_error
2024-05-24,2024-05-24 00:00:00,weekday_hour_profile,2310.0,1059.45,1250.55,1250.55
2024-05-24,2024-05-24 01:00:00,weekday_hour_profile,1266.0,571.5,694.5,694.5
2024-05-24,2024-05-24 02:00:00,weekday_hour_profile,786.0,343.1,442.9,442.9
2024-05-24,2024-05-24 03:00:00,weekday_hour_profile,513.0,220.4,292.6,292.6
2024-05-24,2024-05-24 04:00:00,weekday_hour_profile,455.0,254.25,200.75,200.75
2024-05-24,2024-05-24 05:00:00,weekday_hour_profile,1077.0,713.65,363.35,363.35
2024-05-24,2024-05-24 06:00:00,weekday_hour_profile,2994.0,2049.25,944.75,944.75
2024-05-24,2024-05-24 07:00:00,weekday_hour_profile,6298.0,4391.85,1906.1499999999996,1906.1499999999996
2024-05-24,2024-05-24 08:00:00,weekday_hour_profile,8882.0,6378.9,2503.1000000000004,2503.1000000000004
2024-05-24,2024-05-24 09:00:00,weekday_hour_profile,7777.0,4974.6,2802.3999999999996,2802.3999999999996
2024-05-24,2024-05-24 10:00:00,weekday_hour_profile,6868.0,3963.2,2904.8,2904.8
