station_id,station_name,annual_starts,months_active,first_started_at,last_started_at,latitude,longitude,coordinate_rows,share_of_system_starts,cluster_id,cluster_label
5788.15,4 Ave & E 12 St,70677,12,2024-01-01 01:15:48.262,2024-12-31 23:22:18.066,40.73264700000001,-73.99011000000002,70677,0.0015975233449363627,cluster_03,Cluster 03 - West St & Chambers St area
5805.07,7 Ave S & Bleecker St,70555,12,2024-01-01 00:24:24.596,2024-12-31 23:50:04.678,40.732138962873805,-74.00363802909851,70555,0.0015947657597519004,cluster_03,Cluster 03 - West St & Chambers St area
5207.01,Centre St & Chambers St,69808,12,2024-01-01 00:29:52.428,2024-12-31 23:49:26.830,40.712732660000015,-74.00460730000002,69808,0.0015778812012863818,cluster_03,Cluster 03 - West St & Chambers St area
5679.05,Mercer St & Bleecker St,69436,12,2024-01-01 00:12:03.414,2024-12-31 21:12:31.777,40.72706363348306,-73.99662137031554,69436,0.001569472826789497,cluster_03,Cluster 03 - West St & Chambers St area
5730.08,Greenwich St & W Houston St,68513,12,2024-01-01 02:07:50.802,2024-12-31 23:37:30.945,40.728846000000004,-74.00859099999998,68513,0.0015486101126480328,cluster_03,Cluster 03 - West St & Chambers St area
5779.11,Ave A & E 14 St,107644,12,2024-01-01 00:40:45.055,2024-12-31 23:47:25.617,40.73031071000895,-73.98047178983688,107644,0.0024330942589856647,cluster_04,Cluster 04 - Ave A & E 14 St area
5308.04,Metropolitan Ave & Bedford Ave,106019,12,2024-01-01 00:41:30.564,2024-12-31 23:37:13.612,40.71534825,-73.96024115999998,106019,0.002396364128454918,cluster_04,Cluster 04 - Ave A & E 14 St area
5340.01,N 7 St & Driggs Ave,84955,12,2024-01-01 00:02:35.728,2024-12-31 23:40:13.341,40.716967000000004,-73.95638800000002,84955,0.001920251224147441,cluster_04,Cluster 04 - Ave A & E 14 St area
5626.07,E 7 St & Ave A,79343,12,2024-01-01 00:57:51.595,2024-12-31 23:24:45.882,40.726217880000014,-73.98379854999999,79343,0.001793402305662179,cluster_04,Cluster 04 - Ave A & E 14 St area
5445.02,Suffolk St & Stanton St,76896,12,2024-01-01 00:32:34.293,2024-12-31 23:39:18.240,40.72066442,-73.98517976999997,76896,0.0017380923798721868,cluster_04,Cluster 04 - Ave A & E 14 St area
5854.09,1 Ave & E 18 St,76339,12,2024-01-01 00:58:45.252,2024-12-31 23:35:21.471,40.7338121919663,-73.98054420948029,76339,0.0017255024212841092,cluster_04,Cluster 04 - Ave A & E 14 St area
5820.08,E 13 St & 2 Ave,74960,12,2024-01-01 00:41:19.630,2024-12-31 23:20:11.666,40.73153937464072,-73.9853024482727,74960,0.0016943326674367864,cluster_04,Cluster 04 - Ave A & E 14 St area
5626.15,1 Ave & E 6 St,74149,12,2024-01-01 00:23:07.454,2024-12-31 23:23:57.376,40.726330859716974,-73.98616880178452,74149,0.0016760015069072875,cluster_04,Cluster 04 - Ave A & E 14 St area
5886.13,E 20 St & FDR Dr,72757,12,2024-01-01 00:16:44.645,2024-12-31 23:06:18.881,40.73320862652241,-73.97568136470002,72757,0.0016445379120157185,cluster_04,Cluster 04 - Ave A & E 14 St area
5746.02,E 10 St & 2 Ave,71815,12,2024-01-01 00:17:54.664,2024-12-31 23:05:37.067,40.72970805644995,-73.9865979552269,71815,0.0016232457378865103,cluster_04,Cluster 04 - Ave A & E 14 St area
5515.02,E 2 St & Ave B,71396,12,2024-01-03 12:59:30.554,2024-12-31 23:31:44.632,40.72217444000004,-73.98368779,71396,0.0016137750149988902,cluster_04,Cluster 04 - Ave A & E 14 St area
5779.08,1 Ave & E 16 St,70156,12,2024-01-01 00:33:39.755,2024-12-31 21:08:03.428,40.732218529999976,-73.98165556999997,70156,0.001585747100009274,cluster_04,Cluster 04 - Ave A & E 14 St area
5348.02,Wythe Ave & Metropolitan Ave,69969,12,2024-01-01 00:20:48.648,2024-12-31 23:33:07.600,40.71688699999998,-73.963198,69969,0.001581520309603582,cluster_04,Cluster 04 - Ave A & E 14 St area
5294.04,Henry St & Grand St,68689,12,2024-01-10 13:25:45.492,2024-12-31 23:39:19.199,40.714211,-73.98109500000001,68689,0.0015525882683239784,cluster_04,Cluster 04 - Ave A & E 14 St area
6889.12,E 72 St & York Ave,85619,12,2024-01-01 01:15:02.767,2024-12-31 23:10:36.924,40.76663813999998,-73.95348296,85619,0.0019352597205612354,cluster_05,Cluster 05 - E 72 St & York Ave area
7212.05,E 85 St & 3 Ave,83496,12,2024-01-01 00:03:48.554,2024-12-31 23:43:24.028,40.778012029999985,-73.95407149,83496,0.001887273217720143,cluster_05,Cluster 05 - E 72 St & York Ave area
6822.09,1 Ave & E 68 St,83363,10,2024-01-01 00:53:02.049,2024-12-31 23:39:42.822,40.76500524999998,-73.95818491000001,83363,0.0018842669978059341,cluster_05,Cluster 05 - E 72 St & York Ave area
6925.09,2 Ave & E 72 St,75899,12,2024-01-01 00:35:48.675,2024-12-31 23:19:56.257,40.768762029309585,-73.95840793848038,75899,0.0017155570320942456,cluster_05,Cluster 05 - E 72 St & York Ave area
7020.02,E 77 St & 1 Ave,73781,12,2024-01-01 00:24:46.706,2024-12-31 21:26:38.768,40.7709555386924,-73.95356208096925,73781,0.0016676835450394015,cluster_05,Cluster 05 - E 72 St & York Ave area
7323.09,5 Ave & E 87 St,73281,12,2024-01-01 02:23:25.023,2024-12-31 23:04:18.710,40.78232260730881,-73.95987510681152,73281,0.0016563819664145564,cluster_05,Cluster 05 - E 72 St & York Ave area
6762.02,E 58 St & 3 Ave,71621,12,2024-01-01 00:35:16.711,2024-12-31 23:03:37.063,40.76095756000001,-73.96724466999994,71621,0.0016188607253800704,cluster_05,Cluster 05 - E 72 St & York Ave area
7100.07,5 Ave & E 72 St,71153,12,2024-01-03 13:07:44.035,2024-12-31 23:37:53.052,40.77282816999998,-73.96685275999995,71153,0.0016082824477872152,cluster_05,Cluster 05 - E 72 St & York Ave area
4395.07,Hanson Pl & Ashland Pl,78467,12,2024-01-01 00:06:27.801,2024-12-31 23:50:09.876,40.68506807308177,-73.97790759801863,78467,0.0017736019399114504,cluster_06,Cluster 06 - Hanson Pl & Ashland Pl area
