segment_id,segment_label,segment_type,origin,model,model_label,n,mae,rmse,mape,wape
cluster_01,Cluster 01 - W 21 St & 6 Ave area,station_cluster,2024-10-25,weather_event_ridge,Weather/event ridge,24,33.3901974967869,44.82855168847697,0.11510833989161164,0.05173098831081825
cluster_01,Cluster 01 - W 21 St & 6 Ave area,station_cluster,2024-11-01,previous_day,Previous day,24,106.16666666666667,142.03784706901186,0.2239941955740962,0.15204678362573099
cluster_01,Cluster 01 - W 21 St & 6 Ave area,station_cluster,2024-11-01,previous_week,Previous week,24,75.54166666666667,92.75168462081969,0.18558876976872282,0.10818713450292397
cluster_01,Cluster 01 - W 21 St & 6 Ave area,station_cluster,2024-11-01,calendar_lag_ridge,Calendar + lag ridge,24,55.80779670823792,73.61258482007686,0.1442435710924109,0.07992523696131461
cluster_01,Cluster 01 - W 21 St & 6 Ave area,station_cluster,2024-11-01,weather_event_ridge,Weather/event ridge,24,83.43770737173608,94.198936773629,0.28828826546392833,0.11949546347545446
cluster_01,Cluster 01 - W 21 St & 6 Ave area,station_cluster,2024-11-08,previous_day,Previous day,24,119.70833333333333,178.23544821387242,0.21308918816190295,0.19345498619621573
cluster_01,Cluster 01 - W 21 St & 6 Ave area,station_cluster,2024-11-08,previous_week,Previous week,24,99.625,128.98594884715158,0.5145504587818629,0.16099925930913744
cluster_01,Cluster 01 - W 21 St & 6 Ave area,station_cluster,2024-11-08,calendar_lag_ridge,Calendar + lag ridge,24,87.79610086243925,116.19736814920455,0.4451251672234162,0.1418831338427407
cluster_01,Cluster 01 - W 21 St & 6 Ave area,station_cluster,2024-11-08,weather_event_ridge,Weather/event ridge,24,98.6406439543972,130.34582829186795,0.4861774941029136,0.15940848797424637
cluster_01,Cluster 01 - W 21 St & 6 Ave area,station_cluster,2024-11-15,previous_day,Previous day,24,101.375,179.82109164388922,0.1956483720227898,0.1907487259898079
cluster_01,Cluster 01 - W 21 St & 6 Ave area,station_cluster,2024-11-15,previous_week,Previous week,24,88.0,110.54750110246727,0.18361442815145898,0.16558212465699726
