origin,model,n,mae,rmse,mape
2024-11-08,previous_week,24,1057.5416666666667,1309.225359388775,0.3726716886059711
2024-11-08,hour_of_day_profile,24,1602.2839209401711,2003.443227432772,0.20586597534125214
2024-11-08,weekday_hour_profile,24,1332.9801136363637,1696.9245786518468,0.16607282001870236
2024-11-08,seasonal_lag_blend,24,822.7546874999999,1095.1231540469073,0.17490258536707218
2024-11-08,calendar_lag_ridge,24,627.1925221650889,812.211353908752,0.2848394674776336
2024-11-15,previous_day,24,989.9583333333334,1865.3533959190324,0.1719174069236842
2024-11-15,previous_week,24,991.9166666666666,1196.1056252132028,0.18651672727941074
2024-11-15,hour_of_day_profile,24,651.6711076280043,938.2965495288202,0.13984957794871342
2024-11-15,weekday_hour_profile,24,402.92870370370366,627.8353818704351,0.0875277552523215
2024-11-15,seasonal_lag_blend,24,286.68273148148165,361.4455956681894,0.07866823629978377
2024-11-15,calendar_lag_ridge,24,668.6317000082319,754.3353683687291,0.2579999486160797
2024-11-22,previous_day,24,802.9583333333334,1139.520421785703,0.34816607828005913
2024-11-22,previous_week,24,3160.25,4025.085951463231,1.368538826753715
2024-11-22,hour_of_day_profile,24,2569.1975971370143,3416.827608886031,1.2846515148345858
2024-11-22,weekday_hour_profile,24,2855.6856884057975,3711.4906930078682,1.3694074605166016
2024-11-22,seasonal_lag_blend,24,2962.283197463768,3812.938262954797,1.369103438699591
2024-11-22,calendar_lag_ridge,24,1968.2171015841416,2454.4583056572737,1.115810264602639
2024-11-29,previous_day,24,1552.8333333333333,1928.9433420053235,0.6744903405706696
2024-11-29,previous_week,24,733.5833333333334,1058.0673025222293,0.3989118252363724
2024-11-29,hour_of_day_profile,24,2742.4952452452453,3455.808521704557,1.197163752985886
2024-11-29,weekday_hour_profile,24,3000.00975177305,3733.4164811494006,1.2858735775896246
2024-11-29,seasonal_lag_blend,24,2021.7855053191488,2539.660087415814,0.8788744639955448
2024-11-29,calendar_lag_ridge,24,544.2496663882001,651.7478655559175,0.5086055752320499
2024-12-06,previous_day,24,505.875,670.4197379254283,0.17104521808912052
2024-12-06,previous_week,24,1397.4166666666667,2049.9563409985103,0.3048307463040947
2024-12-06,hour_of_day_profile,24,1318.7841911764706,1683.1877364193977,0.4113033780812237
2024-12-06,weekday_hour_profile,24,1542.5928819444446,1913.2035733092225,0.44365039692206426
2024-12-06,seasonal_lag_blend,24,771.3614149305557,899.8893902530896,0.23838597671863612
2024-12-06,calendar_lag_ridge,24,508.52133930962503,774.4481926288237,0.2079723247892122
2024-12-13,previous_day,24,916.5833333333334,1272.1309877524404,0.21897698944845034
2024-12-13,previous_week,24,107.58333333333333,138.71433475552072,0.054145959147850725
2024-12-13,hour_of_day_profile,24,1249.4845100864554,1617.2955571457449,0.33622596299210744
2024-12-13,weekday_hour_profile,24,1479.1947278911564,1844.996920163372,0.37323306653294464
2024-12-13,seasonal_lag_blend,24,950.3057397959186,1191.7451133101465,0.2300419455475855
2024-12-13,calendar_lag_ridge,24,360.71830160133715,447.59528558238645,0.12645525642720104
2024-12-20,previous_day,24,1311.0416666666667,1722.6635989072272,0.3732905613028435
2024-12-20,previous_week,24,716.5416666666666,1094.277596560093,0.19487944027523993
2024-12-20,hour_of_day_profile,24,1903.819679849341,2548.2855382778453,0.5341812470600388
2024-12-20,weekday_hour_profile,24,2131.7358333333336,2808.0467340217115,0.5913512084666652
2024-12-20,seasonal_lag_blend,24,1624.3720416666667,2191.0479379726708,0.4391759719652237
2024-12-20,calendar_lag_ridge,24,1047.599352133253,1443.5039800083734,0.2886263495990482
2024-12-27,previous_day,24,474.9583333333333,560.5057611954879,0.2318380187124939
2024-12-27,previous_week,24,1061.2916666666667,1506.959922603562,0.6565981469631829
2024-12-27,hour_of_day_profile,24,2819.209602954755,3416.6272988772603,1.3349916006282196
2024-12-27,weekday_hour_profile,24,3071.562091503268,3684.1162330324064,1.415005013045873
2024-12-27,seasonal_lag_blend,24,2340.0841094771245,2809.4269324428465,1.1430587940559653
2024-12-27,calendar_lag_ridge,24,476.1851205255793,668.1273509146694,0.30815288415165876
