hour,rides,date,month,day_name,day_of_week,hour_of_day,day_of_year,is_weekend,is_federal_holiday,hour_sin,hour_cos,dow_sin,dow_cos,month_number,month_sin,month_cos,is_weekend_int,is_federal_holiday_int,days_since_start,lag_24h,lag_168h,rolling_24h_prior_day,rolling_168h_prior_day
2024-01-01 16:00:00,4079,2024-01-01,2024-01,Monday,0,16,1,False,True,-0.8660254037844385,-0.5000000000000004,0.0,1.0,1,0.49999999999999994,0.8660254037844387,0,1,0.6666666666666666,,,,
2024-01-01 17:00:00,3214,2024-01-01,2024-01,Monday,0,17,1,False,True,-0.9659258262890683,-0.25881904510252063,0.0,1.0,1,0.49999999999999994,0.8660254037844387,0,1,0.7083333333333334,,,,
2024-01-01 18:00:00,2701,2024-01-01,2024-01,Monday,0,18,1,False,True,-1.0,-1.8369701987210297e-16,0.0,1.0,1,0.49999999999999994,0.8660254037844387,0,1,0.75,,,,
2024-01-01 19:00:00,2172,2024-01-01,2024-01,Monday,0,19,1,False,True,-0.9659258262890684,0.2588190451025203,0.0,1.0,1,0.49999999999999994,0.8660254037844387,0,1,0.7916666666666666,,,,
2024-01-01 20:00:00,1719,2024-01-01,2024-01,Monday,0,20,1,False,True,-0.8660254037844386,0.5000000000000001,0.0,1.0,1,0.49999999999999994,0.8660254037844387,0,1,0.8333333333333334,,,,
2024-01-01 21:00:00,1460,2024-01-01,2024-01,Monday,0,21,1,False,True,-0.7071067811865477,0.7071067811865474,0.0,1.0,1,0.49999999999999994,0.8660254037844387,0,1,0.875,,,,
2024-01-01 22:00:00,1004,2024-01-01,2024-01,Monday,0,22,1,False,True,-0.5000000000000004,0.8660254037844384,0.0,1.0,1,0.49999999999999994,0.8660254037844387,0,1,0.9166666666666666,,,,
2024-01-01 23:00:00,781,2024-01-01,2024-01,Monday,0,23,1,False,True,-0.25881904510252157,0.9659258262890681,0.0,1.0,1,0.49999999999999994,0.8660254037844387,0,1,0.9583333333333334,,,,
2024-01-02 00:00:00,451,2024-01-02,2024-01,Tuesday,1,0,2,False,False,0.0,1.0,0.7818314824680298,0.6234898018587336,1,0.49999999999999994,0.8660254037844387,0,0,1.0,1898.0,,,
2024-01-02 01:00:00,274,2024-01-02,2024-01,Tuesday,1,1,2,False,False,0.25881904510252074,0.9659258262890683,0.7818314824680298,0.6234898018587336,1,0.49999999999999994,0.8660254037844387,0,0,1.0416666666666667,2326.0,,,
2024-01-02 02:00:00,185,2024-01-02,2024-01,Tuesday,1,2,2,False,False,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,1,0.49999999999999994,0.8660254037844387,0,0,1.0833333333333333,1929.0,,,
2024-01-02 03:00:00,119,2024-01-02,2024-01,Tuesday,1,3,2,False,False,0.7071067811865476,0.7071067811865476,0.7818314824680298,0.6234898018587336,1,0.49999999999999994,0.8660254037844387,0,0,1.125,1095.0,,,
